gen,min,max,avg,std
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.6183356046676636,0.03091678023338318,0.1347631206969731
7,0.0,0.0,0.0,0.0
8,0.0,0.2134980708360672,0.01067490354180336,0.04653082577076526
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.18667751550674438,0.01264415606856346,0.04244654484757022
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.13024690747261047,0.006512345373630523,0.028386655369090078
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.225208580493927,0.017029984295368193,0.053959987321447155
21,0.0,0.0,0.0,0.0
22,0.0,1.9990664720535278,0.09995332360267639,0.4356864366550852
23,0.0,0.0,0.0,0.0
24,0.0,0.129272922873497,0.006463646143674851,0.028174380347085054
25,0.0,0.49849697947502136,0.028601672127842905,0.10898296586580254
26,0.0,0.23742569983005524,0.011871284991502761,0.051745731607931646
27,0.0,0.0,0.0,0.0
28,0.0,0.10840480029582977,0.005420240014791489,0.0236262784742115
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.01341608539223671,0.0006708042696118355,0.0029239680221336034
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.2058541178703308,0.010292705893516541,0.04486486484542412
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.05368787795305252,0.002684393897652626,0.011701001724525062
42,0.0,0.029923608526587486,0.0014961804263293743,0.006521699279673344
43,0.0,0.12874802947044373,0.0064374014735221865,0.028059982482083034
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.07010376453399658,0.0035051882266998293,0.015278761258273094
47,0.0,0.0,0.0,0.0
48,0.0,0.0034574605524539948,0.00017287302762269974,0.0007535360574712636
49,0.0,0.0,0.0,0.0
50,0.0,0.1612703502178192,0.00806351751089096,0.03514805795944433
51,0.0,0.2360304594039917,0.011801522970199586,0.051441646006973964
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.2882167398929596,0.023764389753341674,0.07306488364167081
61,0.0,0.0,0.0,0.0
62,0.0,0.14555281400680542,0.014069078862667084,0.042235231140307715
63,0.0,2.070773124694824,0.13913824856281282,0.469459512592182
64,0.0,0.0,0.0,0.0
65,0.0,0.1567324846982956,0.007836624234914779,0.03415905309849527
66,0.0,0.44367271661758423,0.022183635830879213,0.09669622678711043
67,0.0,0.0,0.0,0.0
68,0.0,0.2603330612182617,0.024791919253766538,0.06686350109015625
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,0.0,0.16636992990970612,0.008318496495485305,0.036259485586017694
78,0.0,0.04785997048020363,0.0023929985240101815,0.010430838738202372
79,0.0,0.0,0.0,0.0
80,0.0,0.10280844569206238,0.005140422284603119,0.022406581265709467
81,0.0,0.3288993835449219,0.016444969177246093,0.07168195877325695
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.43568313121795654,0.021784156560897827,0.09495493701922217
85,0.0,0.0,0.0,0.0
86,0.0,0.3719549775123596,0.01859774887561798,0.08106570792616598
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.08733276277780533,0.004570672335103154,0.019007685976726058
94,0.0,0.0,0.0,0.0
95,0.0,0.10340681672096252,0.0060249905101954935,0.022648542952706577
96,0.0,0.014825265854597092,0.0007412632927298546,0.003231091783565644
97,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0
99,0.0,0.17012102901935577,0.014419947564601899,0.04402961143164324
100,0.0,0.4303678274154663,0.021518391370773316,0.09379649341275854
