gen,min,max,avg,std
1,0.0,0.41913190484046936,0.02095659524202347,0.09134768086066558
2,0.0,0.0,0.0,0.0
3,0.0,0.1970985382795334,0.009854926913976669,0.04295663051400345
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.16300517320632935,0.008150258660316467,0.03552615386403667
7,0.0,0.674029529094696,0.0337014764547348,0.1469013301143044
8,0.0,1.5790199041366577,0.07895099520683288,0.34413940959854866
9,0.0,0.6722095012664795,0.03361047506332397,0.14650466424542305
10,0.0,3.074355363845825,0.15371776819229127,0.6700402173768085
11,0.0,0.5836786031723022,0.044310927391052246,0.14016810696162876
12,0.0,0.43697410821914673,0.021848705410957337,0.09523629893355333
13,0.0,1.3405829668045044,0.10878485441207886,0.31208352871869505
14,0.0,4.141948699951172,0.2669003203511238,0.9074880069236171
15,0.0,3.19018292427063,0.16361686289310456,0.6945720577584495
16,0.0,2.3006794452667236,0.304860021173954,0.7244295416125167
17,0.0,0.44144245982170105,0.022072122991085054,0.09621015358754044
18,0.0,1.9206337928771973,0.09603168964385986,0.41859243053504663
19,0.0,0.7019765377044678,0.04794938676059246,0.1576802167957141
20,0.0,3.811020612716675,0.24840241074562072,0.8552343488632073
21,0.0,2.35506010055542,0.13824764043092727,0.5163367073749962
22,0.0,2.6817173957824707,0.13837838992476464,0.5837810765400359
23,0.0,0.1870107650756836,0.00935053825378418,0.040758051315956514
24,0.0,0.3070204555988312,0.021400084346532823,0.07061825057656983
25,0.0,0.20386835932731628,0.010193417966365814,0.04443207880466047
26,0.0,1.2240973711013794,0.07224995866417885,0.2685899150754864
27,0.0,1.415417194366455,0.09440315514802933,0.3200438153582194
28,0.0,3.1129331588745117,0.1556466579437256,0.678448052876542
29,0.0,1.7001315355300903,0.15175001621246337,0.4588987128327365
30,0.0,0.7185971736907959,0.035929858684539795,0.1566146230616062
31,0.0,3.8464291095733643,0.4619585037231445,1.1280187034301166
32,0.0,4.905942916870117,0.2535019487142563,1.0679405100380992
33,0.0,0.0174931101500988,0.00087465550750494,0.0038125349676253147
34,0.0,1.7690168619155884,0.09576471745967866,0.385188274667298
35,0.0,0.0,0.0,0.0
36,0.0,1.1363277435302734,0.056816387176513675,0.24765689003950325
37,0.0,1.7466458082199097,0.19818585515022277,0.5193983213803874
38,0.0,0.10120468586683273,0.005060234293341637,0.02205704991531515
39,0.0,3.814631938934326,0.20773781836032867,0.830782806535595
40,0.0,2.767136812210083,0.16833291947841644,0.6103176559630139
41,0.0,0.5475765466690063,0.0382788397371769,0.12610685770211352
