gen,min,max,avg,std
1,0.0,0.0,0.0,0.0
2,0.0,0.051225870847702026,0.0025612935423851013,0.011164419715999968
3,0.0,0.5055626630783081,0.025278133153915406,0.11018482789928234
4,0.0,0.10120438039302826,0.007740679383277893,0.024410972296112804
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.5826264023780823,0.0483660563826561,0.14843484230500936
9,0.0,1.6869136095046997,0.09833835661411286,0.36949877351027133
10,0.0,0.0,0.0,0.0
11,0.0,0.6212765574455261,0.031063827872276305,0.13540408649479452
12,0.0,0.0,0.0,0.0
13,0.0,0.02145954966545105,0.0010729774832725525,0.004677000418279659
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.7935810089111328,0.03967905044555664,0.17295697106783392
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,1.163753628730774,0.07610477656126022,0.2614280672726807
22,0.0,0.6854526996612549,0.034272634983062746,0.1493909524200273
23,0.0,4.605618953704834,0.2302809476852417,1.003771379582745
24,0.0,0.9826782941818237,0.04913391470909119,0.21416976891747513
25,0.0,3.305887222290039,0.3170474529266357,0.9521057958066417
26,0.0,0.08351070433855057,0.004175535216927528,0.01820073604578228
27,0.0,0.0,0.0,0.0
28,0.0,0.9414973258972168,0.07106624841690064,0.2253490124052965
29,0.0,0.0,0.0,0.0
30,0.0,2.0706589221954346,0.15020349398255348,0.47867137383964325
31,0.0,1.0100395679473877,0.05050197839736938,0.22013302028300732
32,0.0,3.1146397590637207,0.15573198795318605,0.6788199977646313
33,0.0,0.0,0.0,0.0
34,0.0,2.1019046306610107,0.18938720226287842,0.5719574879561529
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,1.4818018674850464,0.07409009337425232,0.32295122973585827
38,0.0,0.0,0.0,0.0
39,0.0,0.8099160194396973,0.040495800971984866,0.1765171040746182
40,0.0,0.0,0.0,0.0
41,0.0,0.7362462282180786,0.03681231141090393,0.16046114531827946
42,0.0,0.44853007793426514,0.022426503896713256,0.09775486414269423
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.2385774701833725,0.011928873509168625,0.05199675413674545
52,0.0,0.6231833696365356,0.03115916848182678,0.13581966657704062
53,0.0,0.9947368502616882,0.04973684251308441,0.2167978702853325
54,0.0,0.28361189365386963,0.014180594682693481,0.061811779181171096
55,0.0,0.7567098140716553,0.03783549070358276,0.16492108045618986
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.48599541187286377,0.02429977059364319,0.10592024436891202
60,0.0,1.057921290397644,0.0528960645198822,0.23056859975317384
61,0.0,0.0,0.0,0.0
62,0.0,0.40675002336502075,0.02033750116825104,0.08864911235654666
63,0.0,0.0,0.0,0.0
64,0.0,0.33624792098999023,0.03191316574811935,0.0958923770706134
65,0.0,0.0,0.0,0.0
66,0.0,1.257320761680603,0.10808378756046295,0.32720816556743665
67,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0
69,0.0,0.5353928208351135,0.026769641041755676,0.11668616005587185
70,0.0,0.40830105543136597,0.03760446161031723,0.11327359615033747
71,0.0,2.6391446590423584,0.13195723295211792,0.5751882433075374
72,0.0,0.24686741828918457,0.012343370914459228,0.05380350643876701
73,0.0,0.036590248346328735,0.0018295124173164368,0.00797465974303516
74,0.0,1.6545435190200806,0.10969680547714233,0.37334908868272415
75,0.0,2.103334426879883,0.10516672134399414,0.4584111105619724
76,0.0,0.0,0.0,0.0
77,0.0,0.10657099634408951,0.005328549817204475,0.023226610168816438
78,0.0,0.017112355679273605,0.0008556177839636802,0.0037295514545938975
79,0.0,0.0,0.0,0.0
80,0.0,0.04227143153548241,0.0021135715767741205,0.009212844913098308
81,0.0,2.163888692855835,0.10819443464279174,0.4716086068614455
82,0.0,0.9255165457725525,0.04627582728862763,0.2017116546798696
83,0.0,2.219827890396118,0.11374775171279908,0.48331686524351153
84,0.0,1.2473435401916504,0.06236717700958252,0.27185222197868336
85,0.0,0.0,0.0,0.0
86,0.0,0.9922592639923096,0.04961296319961548,0.2162578928767262
87,0.0,7.236007213592529,0.36180036067962645,1.5770512099390586
88,0.0,0.2547796368598938,0.01273898184299469,0.05552793449721338
89,0.0,0.586862325668335,0.029343116283416747,0.1279036785679764
90,0.0,0.0,0.0,0.0
91,0.0,1.3744072914123535,0.06872036457061767,0.2995451245265953
92,0.0,1.1342371702194214,0.05671185851097107,0.24720126014969995
93,0.0,0.43961167335510254,0.021980583667755127,0.09581114292778521
94,0.0,0.8729812502861023,0.043649062514305115,0.19026185248014538
95,0.0,0.26966720819473267,0.013483360409736633,0.058772605445379156
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,0.0,0.2865878641605377,0.01847658008337021,0.06410327107260712
99,0.0,1.3471430540084839,0.0673571527004242,0.29360302174578684
100,0.0,0.0,0.0,0.0
